userId,age,income_bracket,financial_goals,join_date
3168,26.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1675724400.0
3169,25.0,"$50,000-$75,000",Investment Growth,1732489200.0
3170,,"$30,000-$50,000",Investment Growth,1729638000.0
3171,26.0,"$50,000-$75,000",Emergency Fund,1681167600.0
3172,47.0,"$75,000-$100,000",Investment Growth,1732402800.0
3173,31.0,"$50,000-$75,000",,1732057200.0
3174,47.0,"$50,000-$75,000",Investment Growth,1719702000.0
3175,33.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1679094000.0
3176,26.0,"$50,000-$75,000",Retirement|Investment Growth,1731970800.0
3177,35.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1674428400.0
3178,49.0,"$75,000-$100,000",Investment Growth,1692658800.0
3179,49.0,"$50,000-$75,000",Investment Growth,1717887600.0
3180,52.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1678489200.0
3181,41.0,"$75,000-$100,000",Debt Freedom,1731970800.0
3182,31.0,"$30,000-$50,000",Emergency Fund,1705878000.0
3183,28.0,"$75,000-$100,000",Emergency Fund,1699570800.0
3184,49.0,"$50,000-$75,000",,1696633200.0
3185,36.0,"$30,000-$50,000",Emergency Fund|Retirement,1682204400.0
3186,50.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1712271600.0
3187,55.0,,Retirement,1729810800.0
3188,28.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1697238000.0
3189,55.0,,Retirement,1679094000.0
3190,41.0,"$30,000-$50,000",Debt Freedom,1711666800.0
3191,31.0,"$30,000-$50,000",Investment Growth|Retirement,1715209200.0
3192,,"$50,000-$75,000",Investment Growth|Debt Freedom,1693436400.0
3193,37.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1678316400.0
3194,30.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1698966000.0
3195,37.0,"$30,000-$50,000",Investment Growth,1730415600.0
3196,37.0,"$50,000-$75,000",Debt Freedom,1701039600.0
3197,46.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1722466800.0
3198,49.0,"$30,000-$50,000",Emergency Fund,1682636400.0
3199,44.0,"$30,000-$50,000",Emergency Fund,1681340400.0
3200,42.0,"$50,000-$75,000",Investment Growth,1682895600.0
3201,54.0,"$75,000-$100,000",Retirement|Investment Growth,1708038000.0
3202,29.0,"$50,000-$75,000",Investment Growth,1696892400.0
3203,29.0,"$75,000-$100,000",Retirement|Emergency Fund,1689462000.0
3204,44.0,"$30,000-$50,000",Retirement|Investment Growth,1714950000.0
3205,54.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1679698800.0
3206,54.0,"$30,000-$50,000",Retirement,1701730800.0
3207,55.0,"$75,000-$100,000",Retirement,1725836400.0
3208,40.0,"$30,000-$50,000",Retirement,1708815600.0
3209,54.0,,Retirement,1734303600.0
3210,35.0,,Emergency Fund,1712098800.0
3211,33.0,"$75,000-$100,000",Investment Growth|Retirement,1711062000.0
3212,25.0,"$30,000-$50,000",Retirement|Debt Freedom,1714258800.0
3213,26.0,"$30,000-$50,000",Investment Growth|Retirement,1716678000.0
3214,33.0,"$50,000-$75,000",Emergency Fund,1719702000.0
3215,43.0,"$50,000-$75,000",Debt Freedom,1702940400.0
3216,52.0,"$50,000-$75,000",Investment Growth,1724108400.0
3217,36.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1677020400.0
3218,43.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1709506800.0
3219,29.0,"$50,000-$75,000",Retirement|Investment Growth,1696201200.0
3220,46.0,,Emergency Fund,1706137200.0
3221,36.0,"$30,000-$50,000",Retirement|Emergency Fund,1708556400.0
3222,41.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1711666800.0
3223,53.0,"$75,000-$100,000",Retirement,1708470000.0
3224,32.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1677366000.0
3225,49.0,"$50,000-$75,000",Retirement|Debt Freedom,1675378800.0
3226,55.0,"$30,000-$50,000",Retirement,1693868400.0
3227,29.0,"$75,000-$100,000",,1706050800.0
3228,,"$75,000-$100,000",Emergency Fund|Investment Growth,1672700400.0
3229,36.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1680476400.0
3230,35.0,"$75,000-$100,000",Investment Growth,1695942000.0
3231,53.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1723676400.0
3232,49.0,"$30,000-$50,000",Emergency Fund|Retirement,1719356400.0
3233,35.0,"$50,000-$75,000",Retirement|Investment Growth,1675119600.0
3234,52.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1676242800.0
3235,43.0,"$30,000-$50,000",Investment Growth,1680735600.0
3236,47.0,"$75,000-$100,000",Retirement|Emergency Fund,1731020400.0
3237,50.0,"$75,000-$100,000",Investment Growth,1734390000.0
3238,50.0,"$50,000-$75,000",Retirement|Emergency Fund,1714431600.0
3239,43.0,"$50,000-$75,000",Retirement,1688684400.0
3240,41.0,,Debt Freedom|Emergency Fund,1719097200.0
3241,35.0,"$30,000-$50,000",,1686610800.0
3242,45.0,"$30,000-$50,000",Emergency Fund|Retirement,1696546800.0
3243,33.0,"$75,000-$100,000",Debt Freedom,1696287600.0
3244,29.0,"$50,000-$75,000",Debt Freedom,1708383600.0
3245,43.0,"$50,000-$75,000",Retirement,1707692400.0
3246,42.0,"$50,000-$75,000",Retirement,1705446000.0
3247,40.0,"$30,000-$50,000",Investment Growth,1729465200.0
3248,,,Emergency Fund|Retirement,1686092400.0
3249,37.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1673132400.0
3250,26.0,"$75,000-$100,000",Retirement|Debt Freedom,1703458800.0
3251,29.0,,Emergency Fund,1692572400.0
3252,43.0,"$30,000-$50,000",Investment Growth,1717196400.0
3253,54.0,"$75,000-$100,000",,1705359600.0
3254,50.0,"$50,000-$75,000",Debt Freedom|Retirement,1674169200.0
3255,39.0,"$50,000-$75,000",Emergency Fund,1698966000.0
3256,39.0,"$75,000-$100,000",Retirement|Investment Growth,1718233200.0
3257,32.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1729638000.0
3258,50.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1689980400.0
3259,35.0,"$75,000-$100,000",Retirement|Emergency Fund,1705791600.0
3260,28.0,"$50,000-$75,000",Retirement|Emergency Fund,1729810800.0
3261,,"$75,000-$100,000",Emergency Fund,1729724400.0
3262,,"$50,000-$75,000",Debt Freedom|Emergency Fund,1676934000.0
3263,25.0,"$50,000-$75,000",Retirement|Investment Growth,1697929200.0
3264,37.0,"$75,000-$100,000",Emergency Fund,1686092400.0
3265,32.0,"$75,000-$100,000",Emergency Fund,1728169200.0
3266,54.0,"$50,000-$75,000",Debt Freedom,1682550000.0
3267,30.0,"$50,000-$75,000",Emergency Fund,1701558000.0
3268,50.0,,Emergency Fund,1726527600.0
3269,31.0,"$75,000-$100,000",Investment Growth|Retirement,1723417200.0
3270,32.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1714690800.0
3271,27.0,"$30,000-$50,000",Retirement,1686956400.0
3272,39.0,"$30,000-$50,000",Debt Freedom,1685142000.0
3273,25.0,"$75,000-$100,000",,1699052400.0
3274,38.0,,Emergency Fund|Debt Freedom,1715727600.0
3275,48.0,"$50,000-$75,000",Emergency Fund,1694473200.0
3276,44.0,"$30,000-$50,000",Investment Growth,1704668400.0
3277,33.0,"$30,000-$50,000",Retirement|Emergency Fund,1724454000.0
3278,,"$30,000-$50,000",Emergency Fund,1713999600.0
3279,32.0,"$30,000-$50,000",Retirement,1715036400.0
3280,35.0,"$75,000-$100,000",Retirement,1681426800.0
3281,29.0,"$50,000-$75,000",,1722898800.0
3282,31.0,"$50,000-$75,000",Retirement,1701126000.0
3283,37.0,,Emergency Fund,1675033200.0
3284,27.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1696114800.0
3285,47.0,,Emergency Fund|Retirement,1679439600.0
3286,30.0,"$50,000-$75,000",Emergency Fund,1675638000.0
3287,49.0,"$75,000-$100,000",Emergency Fund,1703372400.0
3288,32.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1714086000.0
3289,47.0,"$50,000-$75,000",Investment Growth,1692918000.0
3290,41.0,"$30,000-$50,000",,1673996400.0
3291,38.0,"$50,000-$75,000",Emergency Fund,1710716400.0
3292,29.0,,Investment Growth|Debt Freedom,1698102000.0
3293,35.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1679353200.0
3294,46.0,"$50,000-$75,000",Debt Freedom,1679439600.0
3295,49.0,"$75,000-$100,000",Retirement,1715468400.0
3296,41.0,"$30,000-$50,000",Debt Freedom,1707087600.0
3297,37.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1703631600.0
3298,51.0,"$50,000-$75,000",,1703458800.0
3299,46.0,"$50,000-$75,000",,1719961200.0
3300,37.0,"$75,000-$100,000",Retirement|Emergency Fund,1672614000.0
3301,42.0,"$75,000-$100,000",,1686178800.0
3302,39.0,"$50,000-$75,000",Retirement|Emergency Fund,1675033200.0
3303,32.0,,Emergency Fund|Debt Freedom,1703113200.0
3304,44.0,"$50,000-$75,000",Emergency Fund,1695769200.0
3305,55.0,"$75,000-$100,000",Investment Growth|Retirement,1722121200.0
3306,40.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1726268400.0
3307,51.0,"$50,000-$75,000",Debt Freedom,1730502000.0
3308,43.0,"$30,000-$50,000",Emergency Fund,1703113200.0
3309,49.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1690153200.0
3310,40.0,"$50,000-$75,000",Investment Growth,1697497200.0
3311,46.0,"$30,000-$50,000",Retirement,1698188400.0
3312,25.0,"$50,000-$75,000",Debt Freedom,1724367600.0
3313,51.0,"$50,000-$75,000",Retirement|Emergency Fund,1684450800.0
3314,28.0,"$30,000-$50,000",Retirement|Emergency Fund,1731884400.0
3315,25.0,"$50,000-$75,000",Emergency Fund,1692486000.0
3316,40.0,"$75,000-$100,000",Investment Growth|Retirement,
3317,37.0,"$75,000-$100,000",Emergency Fund,1726095600.0
3318,30.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1683759600.0
3319,29.0,"$50,000-$75,000",Investment Growth|Retirement,1681513200.0
3320,27.0,"$75,000-$100,000",Emergency Fund,1718146800.0
3321,30.0,"$75,000-$100,000",Emergency Fund,1708124400.0
3322,47.0,"$30,000-$50,000",Retirement,1721430000.0
3323,33.0,"$75,000-$100,000",Retirement|Investment Growth,1684882800.0
3324,44.0,"$75,000-$100,000",Emergency Fund|Retirement,1685314800.0
3325,33.0,"$30,000-$50,000",Retirement|Emergency Fund,1713308400.0
3326,27.0,"$30,000-$50,000",Debt Freedom,1675292400.0
3327,37.0,"$75,000-$100,000",Emergency Fund,1725922800.0
3328,46.0,"$30,000-$50,000",Emergency Fund,1680649200.0
3329,43.0,"$30,000-$50,000",Emergency Fund,1705964400.0
3330,46.0,"$50,000-$75,000",Retirement|Investment Growth,1676502000.0
3331,27.0,"$30,000-$50,000",Debt Freedom,1722207600.0
3332,34.0,,,1734217200.0
3333,30.0,"$30,000-$50,000",Emergency Fund,1675897200.0
3334,38.0,,Investment Growth,1698706800.0
3335,41.0,"$30,000-$50,000",Debt Freedom,1703804400.0
3336,37.0,"$50,000-$75,000",Investment Growth,1714258800.0
3337,50.0,,Retirement,1712271600.0
3338,44.0,"$75,000-$100,000",,1672786800.0
3339,32.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1728255600.0
3340,34.0,,Retirement,1712358000.0
3341,55.0,,Emergency Fund,1707606000.0
3342,46.0,"$30,000-$50,000",Emergency Fund|Retirement,1680822000.0
3343,32.0,"$50,000-$75,000",,1697324400.0
3344,55.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1678662000.0
3345,53.0,"$50,000-$75,000",Debt Freedom,1712790000.0
3346,25.0,"$50,000-$75,000",Investment Growth,1699916400.0
3347,50.0,"$30,000-$50,000",Debt Freedom,1679007600.0
3348,43.0,"$50,000-$75,000",Emergency Fund,1687561200.0
3349,33.0,"$30,000-$50,000",,1702076400.0
3350,38.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1705618800.0
3351,32.0,"$30,000-$50,000",Retirement,1704322800.0
3352,25.0,"$30,000-$50,000",Investment Growth,1703286000.0
3353,37.0,"$75,000-$100,000",Retirement|Debt Freedom,
3354,43.0,"$50,000-$75,000",Emergency Fund,1685919600.0
3355,31.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1727478000.0
3356,40.0,"$50,000-$75,000",Emergency Fund,1693868400.0
3357,31.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1704841200.0
3358,45.0,"$30,000-$50,000",Retirement|Debt Freedom,1683241200.0
3359,35.0,,Emergency Fund,1707260400.0
3360,31.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1731106800.0
3361,45.0,"$50,000-$75,000",Retirement,1684191600.0
3362,51.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1685833200.0
3363,29.0,"$75,000-$100,000",Retirement,1677193200.0
3364,,"$30,000-$50,000",Debt Freedom,1710025200.0
3365,27.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1717974000.0
3366,55.0,,Retirement,1689548400.0
3367,34.0,"$50,000-$75,000",Investment Growth,1689894000.0
3368,31.0,,Debt Freedom|Retirement,1713740400.0
3369,32.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1726095600.0
3370,27.0,"$75,000-$100,000",Debt Freedom,1679698800.0
3371,37.0,"$30,000-$50,000",Retirement,1686265200.0
3372,33.0,"$75,000-$100,000",Investment Growth,1700521200.0
3373,44.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1685487600.0
3374,43.0,"$75,000-$100,000",Retirement,1684882800.0
3375,42.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1725750000.0
3376,43.0,"$75,000-$100,000",Retirement,1726873200.0
3377,33.0,"$75,000-$100,000",Investment Growth,1720479600.0
3378,28.0,"$30,000-$50,000",Retirement,1695250800.0
3379,,"$30,000-$50,000",Investment Growth|Debt Freedom,1700521200.0
3380,44.0,"$75,000-$100,000",Retirement|Investment Growth,1726441200.0
3381,54.0,"$30,000-$50,000",Emergency Fund,1693350000.0
3382,28.0,"$75,000-$100,000",,1674514800.0
3383,31.0,"$50,000-$75,000",Retirement,1702940400.0
3384,43.0,"$50,000-$75,000",Investment Growth,1722985200.0
3385,51.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1729378800.0
3386,33.0,"$50,000-$75,000",Debt Freedom,1691622000.0
3387,55.0,"$30,000-$50,000",Retirement|Investment Growth,1730242800.0
3388,38.0,"$30,000-$50,000",Retirement|Debt Freedom,1673737200.0
3389,36.0,"$30,000-$50,000",Retirement,1728860400.0
3390,41.0,"$30,000-$50,000",Investment Growth,1718665200.0
3391,27.0,"$50,000-$75,000",Emergency Fund|Retirement,1685660400.0
3392,40.0,"$30,000-$50,000",Emergency Fund,1714086000.0
3393,46.0,,Investment Growth,1710543600.0
3394,31.0,"$50,000-$75,000",Emergency Fund|Retirement,1735254000.0
3395,,"$30,000-$50,000",Emergency Fund,1695164400.0
3396,29.0,"$30,000-$50,000",Debt Freedom,1673391600.0
3397,29.0,"$50,000-$75,000",Debt Freedom,1689289200.0
3398,46.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1710975600.0
3399,29.0,"$75,000-$100,000",Investment Growth,1692054000.0
3400,51.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1672614000.0
3401,33.0,"$30,000-$50,000",,1711062000.0
3402,43.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1674946800.0
3403,48.0,"$50,000-$75,000",Investment Growth,1687561200.0
3404,43.0,"$30,000-$50,000",Emergency Fund,1730329200.0
3405,50.0,"$75,000-$100,000",,1689721200.0
3406,51.0,"$50,000-$75,000",Retirement,1721343600.0
3407,35.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1703458800.0
3408,48.0,,Investment Growth|Retirement,1702594800.0
3409,46.0,"$50,000-$75,000",Debt Freedom,1701644400.0
3410,51.0,"$75,000-$100,000",Investment Growth,1720566000.0
3411,30.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1693522800.0
3412,,"$50,000-$75,000",Investment Growth,1720566000.0
3413,50.0,"$50,000-$75,000",Retirement,1691967600.0
3414,47.0,"$75,000-$100,000",Retirement|Debt Freedom,1703718000.0
3415,39.0,"$50,000-$75,000",Debt Freedom,1712185200.0
3416,50.0,"$30,000-$50,000",Investment Growth|Retirement,1711580400.0
3417,35.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1704063600.0
3418,43.0,"$30,000-$50,000",Emergency Fund,1687302000.0
3419,49.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1689807600.0
3420,38.0,"$30,000-$50,000",Debt Freedom,1716332400.0
3421,53.0,"$30,000-$50,000",Retirement|Investment Growth,1701558000.0
3422,54.0,,Retirement,1715468400.0
3423,53.0,"$50,000-$75,000",Emergency Fund,1722121200.0
3424,41.0,"$75,000-$100,000",Retirement|Emergency Fund,1734130800.0
3425,47.0,"$75,000-$100,000",Investment Growth,1724454000.0
3426,43.0,"$75,000-$100,000",Emergency Fund|Retirement,1729292400.0
3427,52.0,"$50,000-$75,000",Investment Growth,1687561200.0
3428,29.0,"$50,000-$75,000",Emergency Fund,1703890800.0
3429,28.0,"$30,000-$50,000",,1694559600.0
3430,45.0,"$30,000-$50,000",,1727910000.0
3431,52.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1712358000.0
3432,32.0,"$50,000-$75,000",Investment Growth,1699830000.0
3433,31.0,"$75,000-$100,000",Debt Freedom,
3434,28.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1689548400.0
3435,25.0,"$30,000-$50,000",Investment Growth,1685660400.0
3436,47.0,"$50,000-$75,000",Retirement,1724454000.0
3437,29.0,"$50,000-$75,000",Retirement,1684710000.0
3438,46.0,"$50,000-$75,000",Retirement|Investment Growth,1735340400.0
3439,28.0,"$50,000-$75,000",Retirement,1683846000.0
3440,40.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1704063600.0
3441,36.0,"$30,000-$50,000",Debt Freedom,1682550000.0
3442,27.0,"$50,000-$75,000",Emergency Fund|Retirement,1682290800.0
3443,28.0,"$30,000-$50,000",,1728687600.0
3444,46.0,"$30,000-$50,000",Debt Freedom|Retirement,1681599600.0
3445,30.0,"$75,000-$100,000",Emergency Fund,1697583600.0
3446,47.0,"$75,000-$100,000",Emergency Fund|Retirement,1702594800.0
3447,26.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1715554800.0
3448,44.0,"$50,000-$75,000",,1729638000.0
3449,38.0,"$30,000-$50,000",Emergency Fund,1708815600.0
3450,,"$75,000-$100,000",Investment Growth,1730934000.0
3451,51.0,"$50,000-$75,000",Retirement,1688770800.0
3452,43.0,"$50,000-$75,000",Debt Freedom|Retirement,1675810800.0
3453,55.0,"$30,000-$50,000",Emergency Fund,1687734000.0
3454,,"$30,000-$50,000",Investment Growth,1714604400.0
3455,54.0,"$30,000-$50,000",Retirement,1692918000.0
3456,45.0,"$30,000-$50,000",Investment Growth,1726441200.0
3457,25.0,"$30,000-$50,000",Retirement,1709420400.0
3458,,,Retirement,1711839600.0
3459,30.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1711839600.0
3460,53.0,"$30,000-$50,000",Retirement,1730934000.0
3461,47.0,"$30,000-$50,000",,
3462,43.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1684623600.0
3463,33.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1695942000.0
3464,47.0,"$50,000-$75,000",Retirement|Investment Growth,1733958000.0
3465,40.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1696633200.0
3466,40.0,"$30,000-$50,000",,1726873200.0
3467,44.0,"$30,000-$50,000",Investment Growth,1725490800.0
3468,50.0,"$50,000-$75,000",Investment Growth,1711234800.0
3469,,"$50,000-$75,000",Debt Freedom|Retirement,1707692400.0
3470,25.0,"$30,000-$50,000",Investment Growth|Retirement,
3471,43.0,"$75,000-$100,000",Retirement|Debt Freedom,1695682800.0
3472,46.0,"$50,000-$75,000",Debt Freedom|Retirement,1679958000.0
3473,27.0,"$75,000-$100,000",Investment Growth,1734649200.0
3474,25.0,"$75,000-$100,000",Debt Freedom|Retirement,1714950000.0
3475,28.0,"$30,000-$50,000",Debt Freedom|Retirement,1710025200.0
3476,43.0,"$50,000-$75,000",Retirement|Emergency Fund,1708988400.0
3477,26.0,"$30,000-$50,000",Debt Freedom,1677020400.0
3478,40.0,"$50,000-$75,000",Debt Freedom,1685660400.0
3479,34.0,"$30,000-$50,000",Retirement,1673564400.0
3480,30.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1733785200.0
3481,52.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1712444400.0
3482,33.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1677452400.0
3483,37.0,"$50,000-$75,000",Investment Growth,1732662000.0
3484,27.0,"$30,000-$50,000",Investment Growth,1707433200.0
3485,49.0,"$75,000-$100,000",Investment Growth,1672873200.0
3486,35.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1704582000.0
3487,44.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1718060400.0
3488,55.0,"$50,000-$75,000",Emergency Fund,1732143600.0
3489,33.0,"$30,000-$50,000",Retirement|Debt Freedom,1694041200.0
3490,39.0,"$30,000-$50,000",Debt Freedom,1677538800.0
3491,41.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1717714800.0
3492,46.0,"$50,000-$75,000",Debt Freedom,1723503600.0
3493,41.0,"$30,000-$50,000",Retirement|Emergency Fund,1719529200.0
3494,,"$30,000-$50,000",Emergency Fund|Debt Freedom,1716332400.0
3495,29.0,,Retirement|Emergency Fund,1715295600.0
3496,42.0,"$75,000-$100,000",Emergency Fund,1732921200.0
3497,48.0,"$50,000-$75,000",Emergency Fund,1694386800.0
3498,55.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1710543600.0
3499,30.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1688511600.0
3500,52.0,"$50,000-$75,000",Investment Growth|Retirement,1697151600.0
3501,33.0,"$50,000-$75,000",,1672873200.0
3502,44.0,"$30,000-$50,000",Investment Growth,
